Provincia,Partido,Localidad,Link indec,Velocidad_mbps,Accesos
BUENOS AIRES,LA PLATA,LA CUMBRE,6441030,0,30.0
BUENOS AIRES,LA PLATA,LA CUMBRE,6441030,6,29.0
BUENOS AIRES,LA PLATA,LA CUMBRE,6441030,8,21.0
BUENOS AIRES,LA PLATA,LA CUMBRE,6441030,10,54.0
BUENOS AIRES,LA PLATA,LA CUMBRE,6441030,15,10.0
BUENOS AIRES,LA PLATA,LA CUMBRE,6441030,20,1.0
BUENOS AIRES,LA PLATA,LA PLATA,6441030,0,146.0
BUENOS AIRES,LA PLATA,LA PLATA,6441030,0,1.0
BUENOS AIRES,LA PLATA,LA PLATA,6441030,0,65.0
BUENOS AIRES,LA PLATA,LA PLATA,6441030,0,2.0
BUENOS AIRES,LA PLATA,LA PLATA,6441030,0,757.0
BUENOS AIRES,LA PLATA,LA PLATA,6441030,1,1319.0
BUENOS AIRES,LA PLATA,LA PLATA,6441030,2,884.0
BUENOS AIRES,LA PLATA,LA PLATA,6441030,3,255.0
BUENOS AIRES,LA PLATA,LA PLATA,6441030,3,4150.0
BUENOS AIRES,LA PLATA,LA PLATA,6441030,4,83.0
BUENOS AIRES,LA PLATA,LA PLATA,6441030,5,110.0
BUENOS AIRES,LA PLATA,LA PLATA,6441030,6,385.0
BUENOS AIRES,LA PLATA,LA PLATA,6441030,7,6.0
BUENOS AIRES,LA PLATA,LA PLATA,6441030,8,3130.0
BUENOS AIRES,LA PLATA,LA PLATA,6441030,10,1089.0
BUENOS AIRES,LA PLATA,LA PLATA,6441030,11,1.0
BUENOS AIRES,LA PLATA,LA PLATA,6441030,12,336.0
BUENOS AIRES,LA PLATA,LA PLATA,6441030,15,4061.0
BUENOS AIRES,LA PLATA,LA PLATA,6441030,20,71.0
BUENOS AIRES,LA PLATA,LA PLATA,6441030,21,1.0
BUENOS AIRES,LA PLATA,LA PLATA,6441030,25,1255.0
BUENOS AIRES,LA PLATA,LA PLATA,6441030,30,39569.0
BUENOS AIRES,LA PLATA,LA PLATA,6441030,40,2.0
BUENOS AIRES,LA PLATA,LA PLATA,6441030,49,1.0
BUENOS AIRES,LA PLATA,LA PLATA,6441030,50,10715.0
BUENOS AIRES,LA PLATA,LA PLATA,6441030,60,449.0
BUENOS AIRES,LA PLATA,LA PLATA,6441030,70,2.0
BUENOS AIRES,LA PLATA,LA PLATA,6441030,75,15.0
BUENOS AIRES,LA PLATA,LA PLATA,6441030,100,56109.0
BUENOS AIRES,LA PLATA,LA PLATA,6441030,120,1.0
BUENOS AIRES,LA PLATA,LA PLATA,6441030,150,8954.0
BUENOS AIRES,LA PLATA,LA PLATA,6441030,200,4.0
BUENOS AIRES,LA PLATA,LA PLATA,6441030,256,1.0
BUENOS AIRES,LA PLATA,LA PLATA,6441030,300,54390.0
BUENOS AIRES,LA PLATA,LA PLATA,6441030,500,4485.0
BUENOS AIRES,LA PLATA,LA PLATA,6441030,600,93.0
BUENOS AIRES,LA PLATA,LA PLATA,6441030,1000,4149.0
BUENOS AIRES,LA PLATA,LISANDRO OLMOS,6441030,0,1.0
BUENOS AIRES,LA PLATA,LISANDRO OLMOS,6441030,3,5.0
BUENOS AIRES,LA PLATA,LISANDRO OLMOS,6441030,10,50.0
BUENOS AIRES,LA PLATA,LISANDRO OLMOS,6441030,50,36.0
BUENOS AIRES,LA PLATA,LISANDRO OLMOS,6441030,60,41.0
BUENOS AIRES,LA PLATA,LISANDRO OLMOS,6441030,75,5.0
BUENOS AIRES,LA PLATA,LISANDRO OLMOS,6441030,100,16.0
BUENOS AIRES,LA PLATA,LISANDRO OLMOS,6441030,150,928.0
BUENOS AIRES,LA PLATA,LISANDRO OLMOS,6441030,300,1302.0
BUENOS AIRES,LA PLATA,LISANDRO OLMOS,6441030,500,270.0
BUENOS AIRES,LA PLATA,LISANDRO OLMOS,6441030,1000,202.0
BUENOS AIRES,LA PLATA,LOS HORNOS,6441030,0,91.0
BUENOS AIRES,LA PLATA,LOS HORNOS,6441030,5,1.0
BUENOS AIRES,LA PLATA,LOS HORNOS,6441030,6,29.0
BUENOS AIRES,LA PLATA,LOS HORNOS,6441030,8,21.0
BUENOS AIRES,LA PLATA,LOS HORNOS,6441030,10,96.0
BUENOS AIRES,LA PLATA,LOS HORNOS,6441030,15,10.0
BUENOS AIRES,LA PLATA,LOS HORNOS,6441030,20,20.0
BUENOS AIRES,LA PLATA,LOS HORNOS,6441030,30,9.0
BUENOS AIRES,LA PLATA,LOS HORNOS,6441030,50,553.0
BUENOS AIRES,LA PLATA,LOS HORNOS,6441030,60,33.0
BUENOS AIRES,LA PLATA,LOS HORNOS,6441030,75,1.0
BUENOS AIRES,LA PLATA,LOS HORNOS,6441030,100,615.0
BUENOS AIRES,LA PLATA,LOS HORNOS,6441030,150,1091.0
BUENOS AIRES,LA PLATA,LOS HORNOS,6441030,300,2009.0
BUENOS AIRES,LA PLATA,LOS HORNOS,6441030,500,271.0
BUENOS AIRES,LA PLATA,LOS HORNOS,6441030,600,113.0
BUENOS AIRES,LA PLATA,LOS HORNOS,6441030,1000,305.0
BUENOS AIRES,LA PLATA,MANUEL B GONNET,6441030,1,4.0
BUENOS AIRES,LA PLATA,MANUEL B GONNET,6441030,5,5.0
BUENOS AIRES,LA PLATA,MANUEL B GONNET,6441030,10,32.0
BUENOS AIRES,LA PLATA,MANUEL B GONNET,6441030,50,722.0
BUENOS AIRES,LA PLATA,MANUEL B GONNET,6441030,60,10.0
BUENOS AIRES,LA PLATA,MANUEL B GONNET,6441030,100,5100.0
BUENOS AIRES,LA PLATA,MANUEL B GONNET,6441030,150,664.0
BUENOS AIRES,LA PLATA,MANUEL B GONNET,6441030,300,5681.0
BUENOS AIRES,LA PLATA,MANUEL B GONNET,6441030,500,613.0
BUENOS AIRES,LA PLATA,MANUEL B GONNET,6441030,600,43.0
BUENOS AIRES,LA PLATA,MANUEL B GONNET,6441030,1000,360.0
BUENOS AIRES,LA PLATA,OTROS,Sin Datos,3,14.0
BUENOS AIRES,LA PLATA,OTROS,Sin Datos,8,6.0
BUENOS AIRES,LA PLATA,OTROS,Sin Datos,15,2.0
BUENOS AIRES,LA PLATA,OTROS,Sin Datos,30,9.0
BUENOS AIRES,LA PLATA,RINGUELET,6441030,5,1.0
BUENOS AIRES,LA PLATA,RINGUELET,6441030,10,19.0
BUENOS AIRES,LA PLATA,RINGUELET,6441030,20,1.0
BUENOS AIRES,LA PLATA,RINGUELET,6441030,50,330.0
BUENOS AIRES,LA PLATA,RINGUELET,6441030,60,6.0
BUENOS AIRES,LA PLATA,RINGUELET,6441030,100,1462.0
BUENOS AIRES,LA PLATA,RINGUELET,6441030,150,368.0
BUENOS AIRES,LA PLATA,RINGUELET,6441030,300,1661.0
BUENOS AIRES,LA PLATA,RINGUELET,6441030,500,146.0
BUENOS AIRES,LA PLATA,RINGUELET,6441030,600,35.0
BUENOS AIRES,LA PLATA,RINGUELET,6441030,1000,121.0
BUENOS AIRES,LA PLATA,RUTA DEL SOL,6441030,1,170.0
BUENOS AIRES,LA PLATA,TOLOSA,6441030,1,1.0
BUENOS AIRES,LA PLATA,TOLOSA,6441030,5,2.0
BUENOS AIRES,LA PLATA,TOLOSA,6441030,10,70.0
BUENOS AIRES,LA PLATA,TOLOSA,6441030,15,1.0
BUENOS AIRES,LA PLATA,TOLOSA,6441030,20,3.0
BUENOS AIRES,LA PLATA,TOLOSA,6441030,50,860.0
BUENOS AIRES,LA PLATA,TOLOSA,6441030,60,44.0
BUENOS AIRES,LA PLATA,TOLOSA,6441030,75,1.0
BUENOS AIRES,LA PLATA,TOLOSA,6441030,100,4723.0
BUENOS AIRES,LA PLATA,TOLOSA,6441030,150,1662.0
BUENOS AIRES,LA PLATA,TOLOSA,6441030,300,5883.0
BUENOS AIRES,LA PLATA,TOLOSA,6441030,500,631.0
BUENOS AIRES,LA PLATA,TOLOSA,6441030,600,71.0
BUENOS AIRES,LA PLATA,TOLOSA,6441030,1000,506.0
BUENOS AIRES,LA PLATA,TRANSRADIO,6441030,0,1.0
BUENOS AIRES,LA PLATA,VILLA ELISA,6441030,0,30.0
BUENOS AIRES,LA PLATA,VILLA ELISA,6441030,1,1.0
BUENOS AIRES,LA PLATA,VILLA ELISA,6441030,5,3.0
BUENOS AIRES,LA PLATA,VILLA ELISA,6441030,6,29.0
BUENOS AIRES,LA PLATA,VILLA ELISA,6441030,8,21.0
BUENOS AIRES,LA PLATA,VILLA ELISA,6441030,10,96.0
BUENOS AIRES,LA PLATA,VILLA ELISA,6441030,15,14.0
BUENOS AIRES,LA PLATA,VILLA ELISA,6441030,20,4.0
BUENOS AIRES,LA PLATA,VILLA ELISA,6441030,30,2.0
BUENOS AIRES,LA PLATA,VILLA ELISA,6441030,50,480.0
BUENOS AIRES,LA PLATA,VILLA ELISA,6441030,60,20.0
BUENOS AIRES,LA PLATA,VILLA ELISA,6441030,75,2.0
BUENOS AIRES,LA PLATA,VILLA ELISA,6441030,100,1395.0
BUENOS AIRES,LA PLATA,VILLA ELISA,6441030,150,830.0
BUENOS AIRES,LA PLATA,VILLA ELISA,6441030,300,2521.0
BUENOS AIRES,LA PLATA,VILLA ELISA,6441030,500,226.0
BUENOS AIRES,LA PLATA,VILLA ELISA,6441030,600,29.0
BUENOS AIRES,LA PLATA,VILLA ELISA,6441030,1000,244.0
BUENOS AIRES,LA PLATA,VILLA ELVIRA,6441030,0,30.0
BUENOS AIRES,LA PLATA,VILLA ELVIRA,6441030,5,5.0
BUENOS AIRES,LA PLATA,VILLA ELVIRA,6441030,6,29.0
BUENOS AIRES,LA PLATA,VILLA ELVIRA,6441030,8,21.0
BUENOS AIRES,LA PLATA,VILLA ELVIRA,6441030,10,108.0
BUENOS AIRES,LA PLATA,VILLA ELVIRA,6441030,15,10.0
BUENOS AIRES,LA PLATA,VILLA ELVIRA,6441030,20,1.0
BUENOS AIRES,LA PLATA,VILLA ELVIRA,6441030,50,284.0
BUENOS AIRES,LA PLATA,VILLA ELVIRA,6441030,60,23.0
BUENOS AIRES,LA PLATA,VILLA ELVIRA,6441030,75,3.0
BUENOS AIRES,LA PLATA,VILLA ELVIRA,6441030,100,283.0
BUENOS AIRES,LA PLATA,VILLA ELVIRA,6441030,150,1552.0
BUENOS AIRES,LA PLATA,VILLA ELVIRA,6441030,300,2132.0
BUENOS AIRES,LA PLATA,VILLA ELVIRA,6441030,500,347.0
BUENOS AIRES,LA PLATA,VILLA ELVIRA,6441030,600,50.0
BUENOS AIRES,LA PLATA,VILLA ELVIRA,6441030,1000,429.0
BUENOS AIRES,LA PLATA,VILLA GARIBALDI,6441030,0,30.0
BUENOS AIRES,LA PLATA,VILLA GARIBALDI,6441030,6,29.0
BUENOS AIRES,LA PLATA,VILLA GARIBALDI,6441030,8,21.0
BUENOS AIRES,LA PLATA,VILLA GARIBALDI,6441030,10,54.0
BUENOS AIRES,LA PLATA,VILLA GARIBALDI,6441030,15,10.0
BUENOS AIRES,LA PLATA,VILLA GARIBALDI,6441030,20,1.0
BUENOS AIRES,LA PLATA,VILLA MONTORO,6441030,0,30.0
BUENOS AIRES,LA PLATA,VILLA MONTORO,6441030,6,29.0
BUENOS AIRES,LA PLATA,VILLA MONTORO,6441030,8,21.0
BUENOS AIRES,LA PLATA,VILLA MONTORO,6441030,10,54.0
BUENOS AIRES,LA PLATA,VILLA MONTORO,6441030,15,10.0
BUENOS AIRES,LA PLATA,VILLA MONTORO,6441030,20,1.0
BUENOS AIRES,LA PLATA,VILLA PARQUE SICARDI,6441030,0,30.0
BUENOS AIRES,LA PLATA,VILLA PARQUE SICARDI,6441030,6,29.0
BUENOS AIRES,LA PLATA,VILLA PARQUE SICARDI,6441030,8,21.0
BUENOS AIRES,LA PLATA,VILLA PARQUE SICARDI,6441030,10,54.0
BUENOS AIRES,LA PLATA,VILLA PARQUE SICARDI,6441030,15,10.0
BUENOS AIRES,LA PLATA,VILLA PARQUE SICARDI,6441030,20,1.0
BUENOS AIRES,LANÚS,GERLI,6434010,0,3.0
BUENOS AIRES,LANÚS,GERLI,6434010,0,16.0
BUENOS AIRES,LANÚS,GERLI,6434010,1,4.0
BUENOS AIRES,LANÚS,GERLI,6434010,3,17.0
BUENOS AIRES,LANÚS,GERLI,6434010,5,4.0
BUENOS AIRES,LANÚS,GERLI,6434010,6,1.0
BUENOS AIRES,LANÚS,GERLI,6434010,8,10.0
BUENOS AIRES,LANÚS,GERLI,6434010,10,121.0
BUENOS AIRES,LANÚS,GERLI,6434010,15,3.0
BUENOS AIRES,LANÚS,GERLI,6434010,20,3.0
BUENOS AIRES,LANÚS,GERLI,6434010,25,1.0
BUENOS AIRES,LANÚS,GERLI,6434010,30,2995.0
BUENOS AIRES,LANÚS,GERLI,6434010,50,2407.0
BUENOS AIRES,LANÚS,GERLI,6434010,60,37.0
BUENOS AIRES,LANÚS,GERLI,6434010,75,4.0
BUENOS AIRES,LANÚS,GERLI,6434010,100,2501.0
BUENOS AIRES,LANÚS,GERLI,6434010,150,744.0
BUENOS AIRES,LANÚS,GERLI,6434010,300,2793.0
BUENOS AIRES,LANÚS,GERLI,6434010,500,340.0
BUENOS AIRES,LANÚS,GERLI,6434010,600,70.0
BUENOS AIRES,LANÚS,GERLI,6434010,1000,267.0
BUENOS AIRES,LANÚS,LANÚS ESTE,6434010,0,4.0
BUENOS AIRES,LANÚS,LANÚS ESTE,6434010,0,1.0
BUENOS AIRES,LANÚS,LANÚS ESTE,6434010,0,41.0
BUENOS AIRES,LANÚS,LANÚS ESTE,6434010,1,4.0
BUENOS AIRES,LANÚS,LANÚS ESTE,6434010,3,4.0
BUENOS AIRES,LANÚS,LANÚS ESTE,6434010,3,145.0
BUENOS AIRES,LANÚS,LANÚS ESTE,6434010,5,8.0
BUENOS AIRES,LANÚS,LANÚS ESTE,6434010,6,5.0
BUENOS AIRES,LANÚS,LANÚS ESTE,6434010,8,266.0
BUENOS AIRES,LANÚS,LANÚS ESTE,6434010,10,244.0
BUENOS AIRES,LANÚS,LANÚS ESTE,6434010,15,391.0
BUENOS AIRES,LANÚS,LANÚS ESTE,6434010,20,4.0
BUENOS AIRES,LANÚS,LANÚS ESTE,6434010,25,2.0
BUENOS AIRES,LANÚS,LANÚS ESTE,6434010,30,11895.0
BUENOS AIRES,LANÚS,LANÚS ESTE,6434010,40,12.0
BUENOS AIRES,LANÚS,LANÚS ESTE,6434010,50,3465.0
BUENOS AIRES,LANÚS,LANÚS ESTE,6434010,60,74.0
BUENOS AIRES,LANÚS,LANÚS ESTE,6434010,75,13.0
BUENOS AIRES,LANÚS,LANÚS ESTE,6434010,100,10176.0
BUENOS AIRES,LANÚS,LANÚS ESTE,6434010,150,1652.0
BUENOS AIRES,LANÚS,LANÚS ESTE,6434010,200,5.0
BUENOS AIRES,LANÚS,LANÚS ESTE,6434010,300,11862.0
BUENOS AIRES,LANÚS,LANÚS ESTE,6434010,500,1455.0
BUENOS AIRES,LANÚS,LANÚS ESTE,6434010,600,76.0
BUENOS AIRES,LANÚS,LANÚS ESTE,6434010,1000,1004.0
BUENOS AIRES,LANÚS,LANÚS OESTE,6434010,0,1.0
BUENOS AIRES,LANÚS,LANÚS OESTE,6434010,0,1.0
BUENOS AIRES,LANÚS,LANÚS OESTE,6434010,1,202.0
BUENOS AIRES,LANÚS,LANÚS OESTE,6434010,5,8.0
BUENOS AIRES,LANÚS,LANÚS OESTE,6434010,6,146.0
BUENOS AIRES,LANÚS,LANÚS OESTE,6434010,10,387.0
BUENOS AIRES,LANÚS,LANÚS OESTE,6434010,15,1.0
BUENOS AIRES,LANÚS,LANÚS OESTE,6434010,20,8.0
BUENOS AIRES,LANÚS,LANÚS OESTE,6434010,25,2.0
BUENOS AIRES,LANÚS,LANÚS OESTE,6434010,30,4.0
BUENOS AIRES,LANÚS,LANÚS OESTE,6434010,50,9959.0
BUENOS AIRES,LANÚS,LANÚS OESTE,6434010,60,318.0
BUENOS AIRES,LANÚS,LANÚS OESTE,6434010,75,9.0
BUENOS AIRES,LANÚS,LANÚS OESTE,6434010,100,5141.0
BUENOS AIRES,LANÚS,LANÚS OESTE,6434010,150,3159.0
BUENOS AIRES,LANÚS,LANÚS OESTE,6434010,200,6.0
BUENOS AIRES,LANÚS,LANÚS OESTE,6434010,300,6972.0
BUENOS AIRES,LANÚS,LANÚS OESTE,6434010,500,724.0
BUENOS AIRES,LANÚS,LANÚS OESTE,6434010,600,299.0
BUENOS AIRES,LANÚS,LANÚS OESTE,6434010,1000,1231.0
BUENOS AIRES,LANÚS,MONTE CHINGOLO,6434010,0,7.0
BUENOS AIRES,LANÚS,MONTE CHINGOLO,6434010,0,13.0
BUENOS AIRES,LANÚS,MONTE CHINGOLO,6434010,1,7.0
BUENOS AIRES,LANÚS,MONTE CHINGOLO,6434010,3,12.0
BUENOS AIRES,LANÚS,MONTE CHINGOLO,6434010,3,51.0
BUENOS AIRES,LANÚS,MONTE CHINGOLO,6434010,5,4.0
BUENOS AIRES,LANÚS,MONTE CHINGOLO,6434010,6,6.0
BUENOS AIRES,LANÚS,MONTE CHINGOLO,6434010,8,6.0
BUENOS AIRES,LANÚS,MONTE CHINGOLO,6434010,10,130.0
BUENOS AIRES,LANÚS,MONTE CHINGOLO,6434010,20,1.0
BUENOS AIRES,LANÚS,MONTE CHINGOLO,6434010,25,1.0
BUENOS AIRES,LANÚS,MONTE CHINGOLO,6434010,30,15862.0
BUENOS AIRES,LANÚS,MONTE CHINGOLO,6434010,50,132.0
BUENOS AIRES,LANÚS,MONTE CHINGOLO,6434010,60,116.0
BUENOS AIRES,LANÚS,MONTE CHINGOLO,6434010,75,9.0
BUENOS AIRES,LANÚS,MONTE CHINGOLO,6434010,100,808.0
BUENOS AIRES,LANÚS,MONTE CHINGOLO,6434010,150,2584.0
BUENOS AIRES,LANÚS,MONTE CHINGOLO,6434010,300,5075.0
BUENOS AIRES,LANÚS,MONTE CHINGOLO,6434010,500,643.0
BUENOS AIRES,LANÚS,MONTE CHINGOLO,6434010,600,4.0
BUENOS AIRES,LANÚS,MONTE CHINGOLO,6434010,1000,730.0
BUENOS AIRES,LANÚS,REMEDIOS ESCALADA DE SAN MARTIN,6434010,0,136.0
BUENOS AIRES,LANÚS,REMEDIOS ESCALADA DE SAN MARTIN,6434010,0,18.0
BUENOS AIRES,LANÚS,REMEDIOS ESCALADA DE SAN MARTIN,6434010,1,3.0
BUENOS AIRES,LANÚS,REMEDIOS ESCALADA DE SAN MARTIN,6434010,3,44.0
BUENOS AIRES,LANÚS,REMEDIOS ESCALADA DE SAN MARTIN,6434010,5,3.0
BUENOS AIRES,LANÚS,REMEDIOS ESCALADA DE SAN MARTIN,6434010,6,208.0
BUENOS AIRES,LANÚS,REMEDIOS ESCALADA DE SAN MARTIN,6434010,8,10.0
BUENOS AIRES,LANÚS,REMEDIOS ESCALADA DE SAN MARTIN,6434010,10,379.0
BUENOS AIRES,LANÚS,REMEDIOS ESCALADA DE SAN MARTIN,6434010,15,4.0
BUENOS AIRES,LANÚS,REMEDIOS ESCALADA DE SAN MARTIN,6434010,20,2.0
BUENOS AIRES,LANÚS,REMEDIOS ESCALADA DE SAN MARTIN,6434010,25,5.0
BUENOS AIRES,LANÚS,REMEDIOS ESCALADA DE SAN MARTIN,6434010,30,5027.0
BUENOS AIRES,LANÚS,REMEDIOS ESCALADA DE SAN MARTIN,6434010,50,505.0
BUENOS AIRES,LANÚS,REMEDIOS ESCALADA DE SAN MARTIN,6434010,60,95.0
BUENOS AIRES,LANÚS,REMEDIOS ESCALADA DE SAN MARTIN,6434010,75,5.0
BUENOS AIRES,LANÚS,REMEDIOS ESCALADA DE SAN MARTIN,6434010,100,2413.0
BUENOS AIRES,LANÚS,REMEDIOS ESCALADA DE SAN MARTIN,6434010,150,2090.0
BUENOS AIRES,LANÚS,REMEDIOS ESCALADA DE SAN MARTIN,6434010,300,6120.0
BUENOS AIRES,LANÚS,REMEDIOS ESCALADA DE SAN MARTIN,6434010,500,746.0
BUENOS AIRES,LANÚS,REMEDIOS ESCALADA DE SAN MARTIN,6434010,600,10.0
BUENOS AIRES,LANÚS,REMEDIOS ESCALADA DE SAN MARTIN,6434010,1000,663.0
BUENOS AIRES,LANÚS,VALENTÍN ALSINA,6434010,0,2.0
BUENOS AIRES,LANÚS,VALENTÍN ALSINA,6434010,0,8.0
BUENOS AIRES,LANÚS,VALENTÍN ALSINA,6434010,0,27.0
BUENOS AIRES,LANÚS,VALENTÍN ALSINA,6434010,1,10.0
BUENOS AIRES,LANÚS,VALENTÍN ALSINA,6434010,3,5.0
BUENOS AIRES,LANÚS,VALENTÍN ALSINA,6434010,3,66.0
BUENOS AIRES,LANÚS,VALENTÍN ALSINA,6434010,5,2.0
BUENOS AIRES,LANÚS,VALENTÍN ALSINA,6434010,6,2.0
BUENOS AIRES,LANÚS,VALENTÍN ALSINA,6434010,8,29.0
BUENOS AIRES,LANÚS,VALENTÍN ALSINA,6434010,10,117.0
BUENOS AIRES,LANÚS,VALENTÍN ALSINA,6434010,15,76.0
BUENOS AIRES,LANÚS,VALENTÍN ALSINA,6434010,25,3.0
BUENOS AIRES,LANÚS,VALENTÍN ALSINA,6434010,30,9462.0
BUENOS AIRES,LANÚS,VALENTÍN ALSINA,6434010,50,2068.0
BUENOS AIRES,LANÚS,VALENTÍN ALSINA,6434010,60,48.0
BUENOS AIRES,LANÚS,VALENTÍN ALSINA,6434010,75,6.0
BUENOS AIRES,LANÚS,VALENTÍN ALSINA,6434010,100,2664.0
BUENOS AIRES,LANÚS,VALENTÍN ALSINA,6434010,150,916.0
BUENOS AIRES,LANÚS,VALENTÍN ALSINA,6434010,300,3361.0
BUENOS AIRES,LANÚS,VALENTÍN ALSINA,6434010,500,348.0
BUENOS AIRES,LANÚS,VALENTÍN ALSINA,6434010,600,63.0
BUENOS AIRES,LANÚS,VALENTÍN ALSINA,6434010,1000,345.0
BUENOS AIRES,LAPRIDA,LAPRIDA,6448010,3,22.0
BUENOS AIRES,LAPRIDA,LAPRIDA,6448010,15,1289.0
BUENOS AIRES,LAPRIDA,LAPRIDA,6448010,30,990.0
BUENOS AIRES,LAPRIDA,LAPRIDA,6448010,31,442.0
BUENOS AIRES,LAPRIDA,LAPRIDA,6448010,61,28.0
BUENOS AIRES,LAPRIDA,LAPRIDA,6448010,100,1.0
BUENOS AIRES,LAPRIDA,PUEBLO NUEVO,6448020,3,8.0
BUENOS AIRES,LAPRIDA,PUEBLO SAN JORGE,6448030,3,12.0
BUENOS AIRES,LAPRIDA,PUEBLO SAN JORGE,6448030,9,32.0
BUENOS AIRES,LAPRIDA,PUEBLO SAN JORGE,6448030,12,22.0
BUENOS AIRES,LAPRIDA,PUEBLO SAN JORGE,6448030,15,51.0
BUENOS AIRES,LAS FLORES,CORONEL BOERR,6455010,5,3.0
BUENOS AIRES,LAS FLORES,EL TRIGO,6455020,4,3.0
BUENOS AIRES,LAS FLORES,EL TRIGO,6455020,10,9.0
BUENOS AIRES,LAS FLORES,LAS FLORES,6455030,0,5.0
BUENOS AIRES,LAS FLORES,LAS FLORES,6455030,0,2.0
BUENOS AIRES,LAS FLORES,LAS FLORES,6455030,2,52.0
BUENOS AIRES,LAS FLORES,LAS FLORES,6455030,3,797.0
BUENOS AIRES,LAS FLORES,LAS FLORES,6455030,3,233.0
BUENOS AIRES,LAS FLORES,LAS FLORES,6455030,4,48.0
BUENOS AIRES,LAS FLORES,LAS FLORES,6455030,5,1159.0
BUENOS AIRES,LAS FLORES,LAS FLORES,6455030,6,16.0
BUENOS AIRES,LAS FLORES,LAS FLORES,6455030,7,20.0
BUENOS AIRES,LAS FLORES,LAS FLORES,6455030,8,476.0
BUENOS AIRES,LAS FLORES,LAS FLORES,6455030,10,2127.0
BUENOS AIRES,LAS FLORES,LAS FLORES,6455030,15,350.0
BUENOS AIRES,LAS FLORES,LAS FLORES,6455030,20,464.0
BUENOS AIRES,LAS FLORES,LAS FLORES,6455030,30,125.0
BUENOS AIRES,LAS FLORES,LAS FLORES,6455030,40,22.0
BUENOS AIRES,LAS FLORES,LAS FLORES,6455030,50,15.0
BUENOS AIRES,LAS FLORES,LAS FLORES,6455030,100,2.0
BUENOS AIRES,LAS FLORES,PARDO,6455040,5,4.0
BUENOS AIRES,LEANDRO N. ALEM,ALBERDI VIEJO,6462010,0,1.0
BUENOS AIRES,LEANDRO N. ALEM,ALBERDI VIEJO,6462010,1,1.0
BUENOS AIRES,LEANDRO N. ALEM,ALBERDI VIEJO,6462010,3,1.0
BUENOS AIRES,LEANDRO N. ALEM,ALBERDI VIEJO,6462010,6,2.0
BUENOS AIRES,LEANDRO N. ALEM,ALBERDI VIEJO,6462010,10,1.0
BUENOS AIRES,LEANDRO N. ALEM,EL DORADO,6462020,0,1.0
BUENOS AIRES,LEANDRO N. ALEM,EL DORADO,6462020,4,68.0
BUENOS AIRES,LEANDRO N. ALEM,EL DORADO,6462020,6,1.0
BUENOS AIRES,LEANDRO N. ALEM,EL DORADO,6462020,12,39.0
BUENOS AIRES,LEANDRO N. ALEM,FORTÍN ACHA,6462030,4,19.0
BUENOS AIRES,LEANDRO N. ALEM,FORTÍN ACHA,6462030,6,1.0
BUENOS AIRES,LEANDRO N. ALEM,FORTÍN ACHA,6462030,12,18.0
BUENOS AIRES,LEANDRO N. ALEM,FORTÍN ACHA,6462030,14,1.0
BUENOS AIRES,LEANDRO N. ALEM,JUAN BAUTISTA ALBERDI  (EST. ALBERDI),6462040,0,5.0
BUENOS AIRES,LEANDRO N. ALEM,JUAN BAUTISTA ALBERDI  (EST. ALBERDI),6462040,3,457.0
BUENOS AIRES,LEANDRO N. ALEM,JUAN BAUTISTA ALBERDI  (EST. ALBERDI),6462040,4,4.0
BUENOS AIRES,LEANDRO N. ALEM,JUAN BAUTISTA ALBERDI  (EST. ALBERDI),6462040,10,248.0
BUENOS AIRES,LEANDRO N. ALEM,JUAN BAUTISTA ALBERDI  (EST. ALBERDI),6462040,12,6.0
BUENOS AIRES,LEANDRO N. ALEM,JUAN BAUTISTA ALBERDI  (EST. ALBERDI),6462040,14,2.0
BUENOS AIRES,LEANDRO N. ALEM,JUAN BAUTISTA ALBERDI  (EST. ALBERDI),6462040,20,395.0
BUENOS AIRES,LEANDRO N. ALEM,LEANDRO N. ALEM,6462050,4,4.0
BUENOS AIRES,LEANDRO N. ALEM,LEANDRO N. ALEM,6462050,6,136.0
BUENOS AIRES,LEANDRO N. ALEM,LEANDRO N. ALEM,6462050,12,12.0
BUENOS AIRES,LEANDRO N. ALEM,LEANDRO N. ALEM,6462050,14,4.0
BUENOS AIRES,LEANDRO N. ALEM,VEDIA,6462060,0,1.0
BUENOS AIRES,LEANDRO N. ALEM,VEDIA,6462060,0,2.0
BUENOS AIRES,LEANDRO N. ALEM,VEDIA,6462060,3,60.0
BUENOS AIRES,LEANDRO N. ALEM,VEDIA,6462060,5,580.0
BUENOS AIRES,LEANDRO N. ALEM,VEDIA,6462060,7,44.0
BUENOS AIRES,LEANDRO N. ALEM,VEDIA,6462060,8,185.0
BUENOS AIRES,LEANDRO N. ALEM,VEDIA,6462060,12,447.0
BUENOS AIRES,LEANDRO N. ALEM,VEDIA,6462060,14,96.0
BUENOS AIRES,LEANDRO N. ALEM,VEDIA,6462060,15,699.0
BUENOS AIRES,LEANDRO N. ALEM,VEDIA,6462060,30,648.0
BUENOS AIRES,LEANDRO N. ALEM,VEDIA,6462060,40,84.0
BUENOS AIRES,LEANDRO N. ALEM,VEDIA,6462060,50,173.0
BUENOS AIRES,LEANDRO N. ALEM,VEDIA,6462060,60,24.0
BUENOS AIRES,LINCOLN,ARENAZA,6469010,3,293.0
BUENOS AIRES,LINCOLN,BAYAUCA,6469020,1,1.0
