Provincia,Partido,Localidad,Link Indec,Velocidad (Mbps),Accesos
BUENOS AIRES,LA MATANZA,CIUDAD EVITA,6427010,500.0,808.0
BUENOS AIRES,LA MATANZA,CIUDAD EVITA,6427010,1000.0,778.0
BUENOS AIRES,LA MATANZA,GONZALEZ CATÁN,6427010,0.0,21.0
BUENOS AIRES,LA MATANZA,GONZALEZ CATÁN,6427010,0.512,6.0
BUENOS AIRES,LA MATANZA,GONZALEZ CATÁN,6427010,0.75,7.0
BUENOS AIRES,LA MATANZA,GONZALEZ CATÁN,6427010,1.0,2.0
BUENOS AIRES,LA MATANZA,GONZALEZ CATÁN,6427010,2.0,29.0
BUENOS AIRES,LA MATANZA,GONZALEZ CATÁN,6427010,3.0,5.0
BUENOS AIRES,LA MATANZA,GONZALEZ CATÁN,6427010,3.5,61.0
BUENOS AIRES,LA MATANZA,GONZALEZ CATÁN,6427010,4.0,42.0
BUENOS AIRES,LA MATANZA,GONZALEZ CATÁN,6427010,5.0,16.0
BUENOS AIRES,LA MATANZA,GONZALEZ CATÁN,6427010,6.0,504.0
BUENOS AIRES,LA MATANZA,GONZALEZ CATÁN,6427010,8.0,152.0
BUENOS AIRES,LA MATANZA,GONZALEZ CATÁN,6427010,10.0,469.0
BUENOS AIRES,LA MATANZA,GONZALEZ CATÁN,6427010,12.0,268.0
BUENOS AIRES,LA MATANZA,GONZALEZ CATÁN,6427010,15.0,205.0
BUENOS AIRES,LA MATANZA,GONZALEZ CATÁN,6427010,20.0,171.0
BUENOS AIRES,LA MATANZA,GONZALEZ CATÁN,6427010,25.0,128.0
BUENOS AIRES,LA MATANZA,GONZALEZ CATÁN,6427010,30.0,6789.0
BUENOS AIRES,LA MATANZA,GONZALEZ CATÁN,6427010,50.0,221.0
BUENOS AIRES,LA MATANZA,GONZALEZ CATÁN,6427010,55.0,1.0
BUENOS AIRES,LA MATANZA,GONZALEZ CATÁN,6427010,60.0,521.0
BUENOS AIRES,LA MATANZA,GONZALEZ CATÁN,6427010,70.0,7.0
BUENOS AIRES,LA MATANZA,GONZALEZ CATÁN,6427010,75.0,28.0
BUENOS AIRES,LA MATANZA,GONZALEZ CATÁN,6427010,100.0,654.0
BUENOS AIRES,LA MATANZA,GONZALEZ CATÁN,6427010,150.0,9662.0
BUENOS AIRES,LA MATANZA,GONZALEZ CATÁN,6427010,200.0,573.0
BUENOS AIRES,LA MATANZA,GONZALEZ CATÁN,6427010,300.0,12777.0
BUENOS AIRES,LA MATANZA,GONZALEZ CATÁN,6427010,500.0,2401.0
BUENOS AIRES,LA MATANZA,GONZALEZ CATÁN,6427010,1000.0,2100.0
BUENOS AIRES,LA MATANZA,GREGORIO DE LAFERRERE,6427010,0.0,16.0
BUENOS AIRES,LA MATANZA,GREGORIO DE LAFERRERE,6427010,0.75,10.0
BUENOS AIRES,LA MATANZA,GREGORIO DE LAFERRERE,6427010,1.0,4.0
BUENOS AIRES,LA MATANZA,GREGORIO DE LAFERRERE,6427010,2.0,131.0
BUENOS AIRES,LA MATANZA,GREGORIO DE LAFERRERE,6427010,3.0,5.0
BUENOS AIRES,LA MATANZA,GREGORIO DE LAFERRERE,6427010,3.5,43.0
BUENOS AIRES,LA MATANZA,GREGORIO DE LAFERRERE,6427010,4.0,123.0
BUENOS AIRES,LA MATANZA,GREGORIO DE LAFERRERE,6427010,5.0,29.0
BUENOS AIRES,LA MATANZA,GREGORIO DE LAFERRERE,6427010,6.0,313.0
BUENOS AIRES,LA MATANZA,GREGORIO DE LAFERRERE,6427010,8.0,194.0
BUENOS AIRES,LA MATANZA,GREGORIO DE LAFERRERE,6427010,10.0,343.0
BUENOS AIRES,LA MATANZA,GREGORIO DE LAFERRERE,6427010,12.0,334.0
BUENOS AIRES,LA MATANZA,GREGORIO DE LAFERRERE,6427010,15.0,37.0
BUENOS AIRES,LA MATANZA,GREGORIO DE LAFERRERE,6427010,20.0,281.0
BUENOS AIRES,LA MATANZA,GREGORIO DE LAFERRERE,6427010,25.0,2.0
BUENOS AIRES,LA MATANZA,GREGORIO DE LAFERRERE,6427010,30.0,18474.0
BUENOS AIRES,LA MATANZA,GREGORIO DE LAFERRERE,6427010,50.0,190.0
BUENOS AIRES,LA MATANZA,GREGORIO DE LAFERRERE,6427010,60.0,481.0
BUENOS AIRES,LA MATANZA,GREGORIO DE LAFERRERE,6427010,75.0,17.0
BUENOS AIRES,LA MATANZA,GREGORIO DE LAFERRERE,6427010,100.0,330.0
BUENOS AIRES,LA MATANZA,GREGORIO DE LAFERRERE,6427010,150.0,9038.0
BUENOS AIRES,LA MATANZA,GREGORIO DE LAFERRERE,6427010,300.0,11686.0
BUENOS AIRES,LA MATANZA,GREGORIO DE LAFERRERE,6427010,500.0,1760.0
BUENOS AIRES,LA MATANZA,GREGORIO DE LAFERRERE,6427010,1000.0,2268.0
BUENOS AIRES,LA MATANZA,ISIDRO CASANOVA,6427010,0.0,6.0
BUENOS AIRES,LA MATANZA,ISIDRO CASANOVA,6427010,0.5,7.0
BUENOS AIRES,LA MATANZA,ISIDRO CASANOVA,6427010,0.75,11.0
BUENOS AIRES,LA MATANZA,ISIDRO CASANOVA,6427010,1.0,9.0
BUENOS AIRES,LA MATANZA,ISIDRO CASANOVA,6427010,2.0,1.0
BUENOS AIRES,LA MATANZA,ISIDRO CASANOVA,6427010,3.0,6.0
BUENOS AIRES,LA MATANZA,ISIDRO CASANOVA,6427010,3.5,116.0
BUENOS AIRES,LA MATANZA,ISIDRO CASANOVA,6427010,4.0,1.0
BUENOS AIRES,LA MATANZA,ISIDRO CASANOVA,6427010,5.0,19.0
BUENOS AIRES,LA MATANZA,ISIDRO CASANOVA,6427010,6.0,206.0
BUENOS AIRES,LA MATANZA,ISIDRO CASANOVA,6427010,8.0,44.0
BUENOS AIRES,LA MATANZA,ISIDRO CASANOVA,6427010,10.0,344.0
BUENOS AIRES,LA MATANZA,ISIDRO CASANOVA,6427010,12.0,26.0
BUENOS AIRES,LA MATANZA,ISIDRO CASANOVA,6427010,14.0,1.0
BUENOS AIRES,LA MATANZA,ISIDRO CASANOVA,6427010,15.0,28.0
BUENOS AIRES,LA MATANZA,ISIDRO CASANOVA,6427010,20.0,14.0
BUENOS AIRES,LA MATANZA,ISIDRO CASANOVA,6427010,25.0,2.0
BUENOS AIRES,LA MATANZA,ISIDRO CASANOVA,6427010,30.0,26341.0
BUENOS AIRES,LA MATANZA,ISIDRO CASANOVA,6427010,40.0,1.0
BUENOS AIRES,LA MATANZA,ISIDRO CASANOVA,6427010,50.0,136.0
BUENOS AIRES,LA MATANZA,ISIDRO CASANOVA,6427010,60.0,308.0
BUENOS AIRES,LA MATANZA,ISIDRO CASANOVA,6427010,75.0,23.0
BUENOS AIRES,LA MATANZA,ISIDRO CASANOVA,6427010,100.0,220.0
BUENOS AIRES,LA MATANZA,ISIDRO CASANOVA,6427010,150.0,6920.0
BUENOS AIRES,LA MATANZA,ISIDRO CASANOVA,6427010,300.0,9905.0
BUENOS AIRES,LA MATANZA,ISIDRO CASANOVA,6427010,500.0,1402.0
BUENOS AIRES,LA MATANZA,ISIDRO CASANOVA,6427010,1000.0,1783.0
BUENOS AIRES,LA MATANZA,LA TABLADA,6427010,0.0,37.0
BUENOS AIRES,LA MATANZA,LA TABLADA,6427010,0.75,2.0
BUENOS AIRES,LA MATANZA,LA TABLADA,6427010,1.0,5.0
BUENOS AIRES,LA MATANZA,LA TABLADA,6427010,2.0,1.0
BUENOS AIRES,LA MATANZA,LA TABLADA,6427010,3.0,3.0
BUENOS AIRES,LA MATANZA,LA TABLADA,6427010,3.5,34.0
BUENOS AIRES,LA MATANZA,LA TABLADA,6427010,5.0,21.0
BUENOS AIRES,LA MATANZA,LA TABLADA,6427010,6.0,751.0
BUENOS AIRES,LA MATANZA,LA TABLADA,6427010,8.0,173.0
BUENOS AIRES,LA MATANZA,LA TABLADA,6427010,10.0,661.0
BUENOS AIRES,LA MATANZA,LA TABLADA,6427010,15.0,159.0
BUENOS AIRES,LA MATANZA,LA TABLADA,6427010,20.0,6.0
BUENOS AIRES,LA MATANZA,LA TABLADA,6427010,25.0,5.0
BUENOS AIRES,LA MATANZA,LA TABLADA,6427010,30.0,7.0
BUENOS AIRES,LA MATANZA,LA TABLADA,6427010,50.0,217.0
BUENOS AIRES,LA MATANZA,LA TABLADA,6427010,60.0,462.0
BUENOS AIRES,LA MATANZA,LA TABLADA,6427010,75.0,26.0
BUENOS AIRES,LA MATANZA,LA TABLADA,6427010,100.0,280.0
BUENOS AIRES,LA MATANZA,LA TABLADA,6427010,150.0,5194.0
BUENOS AIRES,LA MATANZA,LA TABLADA,6427010,200.0,1.0
BUENOS AIRES,LA MATANZA,LA TABLADA,6427010,300.0,5603.0
BUENOS AIRES,LA MATANZA,LA TABLADA,6427010,500.0,851.0
BUENOS AIRES,LA MATANZA,LA TABLADA,6427010,1000.0,1087.0
BUENOS AIRES,LA MATANZA,LOMAS DEL MIRADOR,6427010,0.0,3.0
BUENOS AIRES,LA MATANZA,LOMAS DEL MIRADOR,6427010,0.5,1.0
BUENOS AIRES,LA MATANZA,LOMAS DEL MIRADOR,6427010,0.75,6.0
BUENOS AIRES,LA MATANZA,LOMAS DEL MIRADOR,6427010,1.0,11.0
BUENOS AIRES,LA MATANZA,LOMAS DEL MIRADOR,6427010,2.0,1.0
BUENOS AIRES,LA MATANZA,LOMAS DEL MIRADOR,6427010,3.0,4.0
BUENOS AIRES,LA MATANZA,LOMAS DEL MIRADOR,6427010,3.5,85.0
BUENOS AIRES,LA MATANZA,LOMAS DEL MIRADOR,6427010,5.0,24.0
BUENOS AIRES,LA MATANZA,LOMAS DEL MIRADOR,6427010,6.0,67.0
BUENOS AIRES,LA MATANZA,LOMAS DEL MIRADOR,6427010,8.0,269.0
BUENOS AIRES,LA MATANZA,LOMAS DEL MIRADOR,6427010,10.0,450.0
BUENOS AIRES,LA MATANZA,LOMAS DEL MIRADOR,6427010,15.0,277.0
BUENOS AIRES,LA MATANZA,LOMAS DEL MIRADOR,6427010,20.0,4.0
BUENOS AIRES,LA MATANZA,LOMAS DEL MIRADOR,6427010,25.0,15.0
BUENOS AIRES,LA MATANZA,LOMAS DEL MIRADOR,6427010,30.0,11.0
BUENOS AIRES,LA MATANZA,LOMAS DEL MIRADOR,6427010,50.0,280.0
BUENOS AIRES,LA MATANZA,LOMAS DEL MIRADOR,6427010,60.0,393.0
BUENOS AIRES,LA MATANZA,LOMAS DEL MIRADOR,6427010,75.0,33.0
BUENOS AIRES,LA MATANZA,LOMAS DEL MIRADOR,6427010,100.0,572.0
BUENOS AIRES,LA MATANZA,LOMAS DEL MIRADOR,6427010,150.0,3671.0
BUENOS AIRES,LA MATANZA,LOMAS DEL MIRADOR,6427010,300.0,4733.0
BUENOS AIRES,LA MATANZA,LOMAS DEL MIRADOR,6427010,500.0,636.0
BUENOS AIRES,LA MATANZA,LOMAS DEL MIRADOR,6427010,1000.0,845.0
BUENOS AIRES,LA MATANZA,RAFAEL CASTILLO,6427010,0.0,16.0
BUENOS AIRES,LA MATANZA,RAFAEL CASTILLO,6427010,0.75,7.0
BUENOS AIRES,LA MATANZA,RAFAEL CASTILLO,6427010,1.0,3.0
BUENOS AIRES,LA MATANZA,RAFAEL CASTILLO,6427010,2.0,25.0
BUENOS AIRES,LA MATANZA,RAFAEL CASTILLO,6427010,3.0,2.0
BUENOS AIRES,LA MATANZA,RAFAEL CASTILLO,6427010,3.5,19.0
BUENOS AIRES,LA MATANZA,RAFAEL CASTILLO,6427010,4.0,14.0
BUENOS AIRES,LA MATANZA,RAFAEL CASTILLO,6427010,5.0,11.0
BUENOS AIRES,LA MATANZA,RAFAEL CASTILLO,6427010,6.0,143.0
BUENOS AIRES,LA MATANZA,RAFAEL CASTILLO,6427010,8.0,19.0
BUENOS AIRES,LA MATANZA,RAFAEL CASTILLO,6427010,10.0,174.0
BUENOS AIRES,LA MATANZA,RAFAEL CASTILLO,6427010,12.0,23.0
BUENOS AIRES,LA MATANZA,RAFAEL CASTILLO,6427010,15.0,13.0
BUENOS AIRES,LA MATANZA,RAFAEL CASTILLO,6427010,20.0,2.0
BUENOS AIRES,LA MATANZA,RAFAEL CASTILLO,6427010,30.0,8525.0
BUENOS AIRES,LA MATANZA,RAFAEL CASTILLO,6427010,50.0,62.0
BUENOS AIRES,LA MATANZA,RAFAEL CASTILLO,6427010,60.0,250.0
BUENOS AIRES,LA MATANZA,RAFAEL CASTILLO,6427010,75.0,12.0
BUENOS AIRES,LA MATANZA,RAFAEL CASTILLO,6427010,100.0,112.0
BUENOS AIRES,LA MATANZA,RAFAEL CASTILLO,6427010,150.0,4583.0
BUENOS AIRES,LA MATANZA,RAFAEL CASTILLO,6427010,300.0,6888.0
BUENOS AIRES,LA MATANZA,RAFAEL CASTILLO,6427010,500.0,958.0
BUENOS AIRES,LA MATANZA,RAFAEL CASTILLO,6427010,1000.0,1268.0
BUENOS AIRES,LA MATANZA,RAMOS MEJÍA,6427010,0.0,2.0
BUENOS AIRES,LA MATANZA,RAMOS MEJÍA,6427010,0.5,17.0
BUENOS AIRES,LA MATANZA,RAMOS MEJÍA,6427010,0.512,2.0
BUENOS AIRES,LA MATANZA,RAMOS MEJÍA,6427010,0.75,56.0
BUENOS AIRES,LA MATANZA,RAMOS MEJÍA,6427010,1.0,23.0
BUENOS AIRES,LA MATANZA,RAMOS MEJÍA,6427010,2.0,2.0
BUENOS AIRES,LA MATANZA,RAMOS MEJÍA,6427010,3.0,6.0
BUENOS AIRES,LA MATANZA,RAMOS MEJÍA,6427010,3.5,158.0
BUENOS AIRES,LA MATANZA,RAMOS MEJÍA,6427010,5.0,26.0
BUENOS AIRES,LA MATANZA,RAMOS MEJÍA,6427010,6.0,21.0
BUENOS AIRES,LA MATANZA,RAMOS MEJÍA,6427010,8.0,165.0
BUENOS AIRES,LA MATANZA,RAMOS MEJÍA,6427010,10.0,651.0
BUENOS AIRES,LA MATANZA,RAMOS MEJÍA,6427010,15.0,458.0
BUENOS AIRES,LA MATANZA,RAMOS MEJÍA,6427010,20.0,80.0
BUENOS AIRES,LA MATANZA,RAMOS MEJÍA,6427010,25.0,6.0
BUENOS AIRES,LA MATANZA,RAMOS MEJÍA,6427010,30.0,7861.0
BUENOS AIRES,LA MATANZA,RAMOS MEJÍA,6427010,50.0,1231.0
BUENOS AIRES,LA MATANZA,RAMOS MEJÍA,6427010,60.0,232.0
BUENOS AIRES,LA MATANZA,RAMOS MEJÍA,6427010,75.0,21.0
BUENOS AIRES,LA MATANZA,RAMOS MEJÍA,6427010,100.0,9139.0
BUENOS AIRES,LA MATANZA,RAMOS MEJÍA,6427010,150.0,5538.0
BUENOS AIRES,LA MATANZA,RAMOS MEJÍA,6427010,300.0,16226.0
BUENOS AIRES,LA MATANZA,RAMOS MEJÍA,6427010,500.0,2127.0
BUENOS AIRES,LA MATANZA,RAMOS MEJÍA,6427010,600.0,2.0
BUENOS AIRES,LA MATANZA,RAMOS MEJÍA,6427010,1000.0,2016.0
BUENOS AIRES,LA MATANZA,SAN JUSTO,6427010,0.0,22.0
BUENOS AIRES,LA MATANZA,SAN JUSTO,6427010,0.5,10.0
BUENOS AIRES,LA MATANZA,SAN JUSTO,6427010,0.512,1.0
BUENOS AIRES,LA MATANZA,SAN JUSTO,6427010,0.75,39.0
BUENOS AIRES,LA MATANZA,SAN JUSTO,6427010,1.0,11.0
BUENOS AIRES,LA MATANZA,SAN JUSTO,6427010,2.0,1.0
BUENOS AIRES,LA MATANZA,SAN JUSTO,6427010,3.0,5.0
BUENOS AIRES,LA MATANZA,SAN JUSTO,6427010,3.5,178.0
BUENOS AIRES,LA MATANZA,SAN JUSTO,6427010,5.0,53.0
BUENOS AIRES,LA MATANZA,SAN JUSTO,6427010,6.0,692.0
BUENOS AIRES,LA MATANZA,SAN JUSTO,6427010,8.0,173.0
BUENOS AIRES,LA MATANZA,SAN JUSTO,6427010,10.0,743.0
BUENOS AIRES,LA MATANZA,SAN JUSTO,6427010,15.0,295.0
BUENOS AIRES,LA MATANZA,SAN JUSTO,6427010,20.0,15.0
BUENOS AIRES,LA MATANZA,SAN JUSTO,6427010,25.0,14.0
BUENOS AIRES,LA MATANZA,SAN JUSTO,6427010,30.0,13529.0
BUENOS AIRES,LA MATANZA,SAN JUSTO,6427010,40.0,1.0
BUENOS AIRES,LA MATANZA,SAN JUSTO,6427010,50.0,469.0
BUENOS AIRES,LA MATANZA,SAN JUSTO,6427010,60.0,727.0
BUENOS AIRES,LA MATANZA,SAN JUSTO,6427010,75.0,67.0
BUENOS AIRES,LA MATANZA,SAN JUSTO,6427010,100.0,642.0
BUENOS AIRES,LA MATANZA,SAN JUSTO,6427010,150.0,8298.0
BUENOS AIRES,LA MATANZA,SAN JUSTO,6427010,300.0,9850.0
BUENOS AIRES,LA MATANZA,SAN JUSTO,6427010,500.0,1487.0
BUENOS AIRES,LA MATANZA,SAN JUSTO,6427010,1000.0,2012.0
BUENOS AIRES,LA MATANZA,TAPIALES,6427010,0.0,2.0
BUENOS AIRES,LA MATANZA,TAPIALES,6427010,0.5,3.0
BUENOS AIRES,LA MATANZA,TAPIALES,6427010,0.512,1.0
BUENOS AIRES,LA MATANZA,TAPIALES,6427010,0.75,22.0
BUENOS AIRES,LA MATANZA,TAPIALES,6427010,1.0,8.0
BUENOS AIRES,LA MATANZA,TAPIALES,6427010,3.0,4.0
BUENOS AIRES,LA MATANZA,TAPIALES,6427010,3.5,154.0
BUENOS AIRES,LA MATANZA,TAPIALES,6427010,5.0,21.0
BUENOS AIRES,LA MATANZA,TAPIALES,6427010,6.0,6.0
BUENOS AIRES,LA MATANZA,TAPIALES,6427010,8.0,198.0
BUENOS AIRES,LA MATANZA,TAPIALES,6427010,10.0,517.0
BUENOS AIRES,LA MATANZA,TAPIALES,6427010,12.0,16.0
BUENOS AIRES,LA MATANZA,TAPIALES,6427010,15.0,335.0
BUENOS AIRES,LA MATANZA,TAPIALES,6427010,20.0,67.0
BUENOS AIRES,LA MATANZA,TAPIALES,6427010,25.0,82.0
BUENOS AIRES,LA MATANZA,TAPIALES,6427010,30.0,7682.0
BUENOS AIRES,LA MATANZA,TAPIALES,6427010,50.0,551.0
BUENOS AIRES,LA MATANZA,TAPIALES,6427010,60.0,69.0
BUENOS AIRES,LA MATANZA,TAPIALES,6427010,65.0,89.0
BUENOS AIRES,LA MATANZA,TAPIALES,6427010,75.0,10.0
BUENOS AIRES,LA MATANZA,TAPIALES,6427010,80.0,144.0
BUENOS AIRES,LA MATANZA,TAPIALES,6427010,100.0,379.0
BUENOS AIRES,LA MATANZA,TAPIALES,6427010,150.0,1312.0
BUENOS AIRES,LA MATANZA,TAPIALES,6427010,300.0,1468.0
BUENOS AIRES,LA MATANZA,TAPIALES,6427010,500.0,218.0
BUENOS AIRES,LA MATANZA,TAPIALES,6427010,1000.0,303.0
BUENOS AIRES,LA MATANZA,VILLA  EDUARDO MADERO,6427010,0.0,5.0
BUENOS AIRES,LA MATANZA,VILLA  EDUARDO MADERO,6427010,0.5,4.0
BUENOS AIRES,LA MATANZA,VILLA  EDUARDO MADERO,6427010,0.75,14.0
BUENOS AIRES,LA MATANZA,VILLA  EDUARDO MADERO,6427010,1.0,13.0
BUENOS AIRES,LA MATANZA,VILLA  EDUARDO MADERO,6427010,3.0,28.0
BUENOS AIRES,LA MATANZA,VILLA  EDUARDO MADERO,6427010,3.5,127.0
BUENOS AIRES,LA MATANZA,VILLA  EDUARDO MADERO,6427010,4.0,19.0
BUENOS AIRES,LA MATANZA,VILLA  EDUARDO MADERO,6427010,5.0,33.0
BUENOS AIRES,LA MATANZA,VILLA  EDUARDO MADERO,6427010,6.0,106.0
BUENOS AIRES,LA MATANZA,VILLA  EDUARDO MADERO,6427010,8.0,25.0
BUENOS AIRES,LA MATANZA,VILLA  EDUARDO MADERO,6427010,10.0,508.0
BUENOS AIRES,LA MATANZA,VILLA  EDUARDO MADERO,6427010,15.0,27.0
BUENOS AIRES,LA MATANZA,VILLA  EDUARDO MADERO,6427010,20.0,64.0
BUENOS AIRES,LA MATANZA,VILLA  EDUARDO MADERO,6427010,25.0,1.0
BUENOS AIRES,LA MATANZA,VILLA  EDUARDO MADERO,6427010,30.0,11925.0
BUENOS AIRES,LA MATANZA,VILLA  EDUARDO MADERO,6427010,50.0,173.0
BUENOS AIRES,LA MATANZA,VILLA  EDUARDO MADERO,6427010,60.0,419.0
BUENOS AIRES,LA MATANZA,VILLA  EDUARDO MADERO,6427010,75.0,20.0
BUENOS AIRES,LA MATANZA,VILLA  EDUARDO MADERO,6427010,100.0,539.0
BUENOS AIRES,LA MATANZA,VILLA  EDUARDO MADERO,6427010,150.0,5346.0
BUENOS AIRES,LA MATANZA,VILLA  EDUARDO MADERO,6427010,300.0,7111.0
BUENOS AIRES,LA MATANZA,VILLA  EDUARDO MADERO,6427010,500.0,1048.0
BUENOS AIRES,LA MATANZA,VILLA  EDUARDO MADERO,6427010,1000.0,1334.0
BUENOS AIRES,LA MATANZA,VILLA LUZURIAGA,6427010,0.0,1.0
BUENOS AIRES,LA MATANZA,VILLA LUZURIAGA,6427010,0.75,7.0
BUENOS AIRES,LA MATANZA,VILLA LUZURIAGA,6427010,1.0,1.0
BUENOS AIRES,LA MATANZA,VILLA LUZURIAGA,6427010,2.0,1.0
BUENOS AIRES,LA MATANZA,VILLA LUZURIAGA,6427010,3.0,1.0
BUENOS AIRES,LA MATANZA,VILLA LUZURIAGA,6427010,3.5,12.0
BUENOS AIRES,LA MATANZA,VILLA LUZURIAGA,6427010,5.0,11.0
BUENOS AIRES,LA MATANZA,VILLA LUZURIAGA,6427010,6.0,103.0
BUENOS AIRES,LA MATANZA,VILLA LUZURIAGA,6427010,8.0,51.0
BUENOS AIRES,LA MATANZA,VILLA LUZURIAGA,6427010,10.0,283.0
BUENOS AIRES,LA MATANZA,VILLA LUZURIAGA,6427010,14.0,3.0
BUENOS AIRES,LA MATANZA,VILLA LUZURIAGA,6427010,15.0,104.0
BUENOS AIRES,LA MATANZA,VILLA LUZURIAGA,6427010,20.0,1.0
BUENOS AIRES,LA MATANZA,VILLA LUZURIAGA,6427010,25.0,3.0
BUENOS AIRES,LA MATANZA,VILLA LUZURIAGA,6427010,30.0,3.0
BUENOS AIRES,LA MATANZA,VILLA LUZURIAGA,6427010,50.0,299.0
BUENOS AIRES,LA MATANZA,VILLA LUZURIAGA,6427010,60.0,289.0
BUENOS AIRES,LA MATANZA,VILLA LUZURIAGA,6427010,75.0,8.0
BUENOS AIRES,LA MATANZA,VILLA LUZURIAGA,6427010,100.0,2140.0
BUENOS AIRES,LA MATANZA,VILLA LUZURIAGA,6427010,150.0,3826.0
BUENOS AIRES,LA MATANZA,VILLA LUZURIAGA,6427010,300.0,7097.0
BUENOS AIRES,LA MATANZA,VILLA LUZURIAGA,6427010,500.0,941.0
BUENOS AIRES,LA MATANZA,VILLA LUZURIAGA,6427010,1000.0,1041.0
BUENOS AIRES,LA MATANZA,VIRREY DEL PINO,6427010,0.0,38.0
BUENOS AIRES,LA MATANZA,VIRREY DEL PINO,6427010,1.0,672.0
BUENOS AIRES,LA MATANZA,VIRREY DEL PINO,6427010,3.0,3097.0
BUENOS AIRES,LA MATANZA,VIRREY DEL PINO,6427010,5.0,357.0
BUENOS AIRES,LA MATANZA,VIRREY DEL PINO,6427010,6.0,161.0
BUENOS AIRES,LA MATANZA,VIRREY DEL PINO,6427010,10.0,701.0
BUENOS AIRES,LA MATANZA,VIRREY DEL PINO,6427010,15.0,105.0
BUENOS AIRES,LA MATANZA,VIRREY DEL PINO,6427010,20.0,1.0
BUENOS AIRES,LA MATANZA,VIRREY DEL PINO,6427010,25.0,165.0
BUENOS AIRES,LA MATANZA,VIRREY DEL PINO,6427010,30.0,9.0
BUENOS AIRES,LA MATANZA,VIRREY DEL PINO,6427010,50.0,156.0
BUENOS AIRES,LA MATANZA,VIRREY DEL PINO,6427010,60.0,283.0
BUENOS AIRES,LA MATANZA,VIRREY DEL PINO,6427010,70.0,12.0
BUENOS AIRES,LA MATANZA,VIRREY DEL PINO,6427010,75.0,11.0
BUENOS AIRES,LA MATANZA,VIRREY DEL PINO,6427010,100.0,116.0
BUENOS AIRES,LA MATANZA,VIRREY DEL PINO,6427010,150.0,7665.0
BUENOS AIRES,LA MATANZA,VIRREY DEL PINO,6427010,300.0,9310.0
BUENOS AIRES,LA MATANZA,VIRREY DEL PINO,6427010,500.0,1354.0
BUENOS AIRES,LA MATANZA,VIRREY DEL PINO,6427010,1000.0,1548.0
BUENOS AIRES,LA PLATA,ABASTO,6441030,0.0,6.0
BUENOS AIRES,LA PLATA,ABASTO,6441030,3.0,5.0
BUENOS AIRES,LA PLATA,ABASTO,6441030,10.0,13.0
BUENOS AIRES,LA PLATA,ABASTO,6441030,30.0,1.0
BUENOS AIRES,LA PLATA,ABASTO,6441030,50.0,4676.0
BUENOS AIRES,LA PLATA,ABASTO,6441030,60.0,5.0
BUENOS AIRES,LA PLATA,ABASTO,6441030,100.0,958.0
BUENOS AIRES,LA PLATA,ABASTO,6441030,150.0,179.0
BUENOS AIRES,LA PLATA,ABASTO,6441030,200.0,186.0
BUENOS AIRES,LA PLATA,ABASTO,6441030,300.0,334.0
BUENOS AIRES,LA PLATA,ABASTO,6441030,500.0,51.0
BUENOS AIRES,LA PLATA,ABASTO,6441030,1000.0,49.0
BUENOS AIRES,LA PLATA,ANGEL ETCHEVERRY,6441030,3.0,3.0
BUENOS AIRES,LA PLATA,ANGEL ETCHEVERRY,6441030,5.0,4.0
BUENOS AIRES,LA PLATA,ANGEL ETCHEVERRY,6441030,10.0,13.0
BUENOS AIRES,LA PLATA,ANGEL ETCHEVERRY,6441030,50.0,5.0
BUENOS AIRES,LA PLATA,ANGEL ETCHEVERRY,6441030,60.0,10.0
BUENOS AIRES,LA PLATA,ANGEL ETCHEVERRY,6441030,100.0,7.0
BUENOS AIRES,LA PLATA,ANGEL ETCHEVERRY,6441030,150.0,233.0
BUENOS AIRES,LA PLATA,ANGEL ETCHEVERRY,6441030,300.0,347.0
BUENOS AIRES,LA PLATA,ANGEL ETCHEVERRY,6441030,500.0,66.0
BUENOS AIRES,LA PLATA,ANGEL ETCHEVERRY,6441030,1000.0,37.0
BUENOS AIRES,LA PLATA,ARANA,6441030,6.0,23.0
BUENOS AIRES,LA PLATA,ARANA,6441030,12.0,61.0
BUENOS AIRES,LA PLATA,ARTURO SEGUI,6441030,50.0,2.0
BUENOS AIRES,LA PLATA,ARTURO SEGUI,6441030,60.0,6.0
BUENOS AIRES,LA PLATA,ARTURO SEGUI,6441030,75.0,1.0
BUENOS AIRES,LA PLATA,ARTURO SEGUI,6441030,100.0,51.0
BUENOS AIRES,LA PLATA,ARTURO SEGUI,6441030,150.0,36.0
BUENOS AIRES,LA PLATA,ARTURO SEGUI,6441030,300.0,108.0
BUENOS AIRES,LA PLATA,ARTURO SEGUI,6441030,500.0,13.0
BUENOS AIRES,LA PLATA,ARTURO SEGUI,6441030,1000.0,32.0
BUENOS AIRES,LA PLATA,BARRIO EL CARMEN OESTE,6441030,0.0,30.0
BUENOS AIRES,LA PLATA,BARRIO EL CARMEN OESTE,6441030,6.0,29.0
BUENOS AIRES,LA PLATA,BARRIO EL CARMEN OESTE,6441030,8.0,21.0
BUENOS AIRES,LA PLATA,BARRIO EL CARMEN OESTE,6441030,10.0,54.0
BUENOS AIRES,LA PLATA,BARRIO EL CARMEN OESTE,6441030,15.0,10.0
BUENOS AIRES,LA PLATA,BARRIO EL CARMEN OESTE,6441030,20.0,1.0
BUENOS AIRES,LA PLATA,BARRIO EL PELIGRO,6441030,1.0,402.0
BUENOS AIRES,LA PLATA,BARRIO GAMBIER,6441030,0.0,30.0
