Provincia,Partido,Localidad,Tecnologia,Link Indec,Accesos
BUENOS AIRES,GENERAL LAVALLE,GENERAL LAVALLE,CABLEMODEM,6336020,358.0
BUENOS AIRES,GENERAL LAVALLE,GENERAL LAVALLE,FIBRA OPTICA,6336020,4.0
BUENOS AIRES,GENERAL LAVALLE,GENERAL LAVALLE,SATELITAL,6336020,1.0
BUENOS AIRES,GENERAL LAVALLE,GENERAL LAVALLE,WIRELESS,6336020,69.0
BUENOS AIRES,GENERAL LAVALLE,OTROS,FIBRA OPTICA,Sin Datos,1.0
BUENOS AIRES,GENERAL LAVALLE,PAVÓN,FIBRA OPTICA,6336030,201.0
BUENOS AIRES,GENERAL LAVALLE,PAVÓN,Otros,6336030,22.0
BUENOS AIRES,GENERAL LAVALLE,PAVÓN,WIRELESS,6336030,3.0
BUENOS AIRES,GENERAL PAZ,LOMA VERDE,WIRELESS,6343020,205.0
BUENOS AIRES,GENERAL PAZ,RANCHOS,ADSL,6343030,1202.0
BUENOS AIRES,GENERAL PAZ,RANCHOS,DIAL UP,6343030,10.0
BUENOS AIRES,GENERAL PAZ,RANCHOS,FIBRA OPTICA,6343030,976.0
BUENOS AIRES,GENERAL PAZ,RANCHOS,WIRELESS,6343030,1552.0
BUENOS AIRES,GENERAL PAZ,VILLANUEVA  (AP. RÍO SALADO),WIRELESS,6343040,166.0
BUENOS AIRES,GENERAL PINTO,COLONIA SAN RICARDO  (EST. IRIARTE),ADSL,6351010,244.0
BUENOS AIRES,GENERAL PINTO,COLONIA SAN RICARDO  (EST. IRIARTE),FIBRA OPTICA,6351010,5.0
BUENOS AIRES,GENERAL PINTO,COLONIA SAN RICARDO  (EST. IRIARTE),WIRELESS,6351010,21.0
BUENOS AIRES,GENERAL PINTO,GENERAL PINTO,DIAL UP,6351020,3.0
BUENOS AIRES,GENERAL PINTO,GENERAL PINTO,SATELITAL,6351020,1.0
BUENOS AIRES,GENERAL PINTO,GERMANIA  (EST. MAYOR JOSÉ ORELLANO),ADSL,6351030,1112.0
BUENOS AIRES,GENERAL PINTO,VILLA FRANCIA  (EST. CORONEL GRANADA),FIBRA OPTICA,6351040,332.0
BUENOS AIRES,GENERAL PINTO,VILLA FRANCIA  (EST. CORONEL GRANADA),SATELITAL,6351040,2.0
BUENOS AIRES,GENERAL PUEYRREDÓN,BARRIO COLINAS VERDES,WIRELESS,6351020,55.0
BUENOS AIRES,GENERAL PUEYRREDÓN,BARRIO EL BOQUERÓN,WIRELESS,6357020,99.0
BUENOS AIRES,GENERAL PUEYRREDÓN,BARRIO EL CASAL,WIRELESS,6357110,94.0
BUENOS AIRES,GENERAL PUEYRREDÓN,BARRIO EL COYUNCO,FIBRA OPTICA,6357110,25.0
BUENOS AIRES,GENERAL PUEYRREDÓN,BARRIO EL COYUNCO,WIRELESS,6357110,87.0
BUENOS AIRES,GENERAL PUEYRREDÓN,BARRIO LA GLORIA,WIRELESS,6357050,350.0
BUENOS AIRES,GENERAL PUEYRREDÓN,BARRIO SANTA PAULA,FIBRA OPTICA,6357060,127.0
BUENOS AIRES,GENERAL PUEYRREDÓN,BARRIO SANTA PAULA,WIRELESS,6357060,97.0
BUENOS AIRES,GENERAL PUEYRREDÓN,BATÁN,ADSL,6357070,1313.0
BUENOS AIRES,GENERAL PUEYRREDÓN,BATÁN,FIBRA OPTICA,6357070,1514.0
BUENOS AIRES,GENERAL PUEYRREDÓN,BATÁN,SATELITAL,6357070,1.0
BUENOS AIRES,GENERAL PUEYRREDÓN,BATÁN,WIRELESS,6357070,607.0
BUENOS AIRES,GENERAL PUEYRREDÓN,CAMET,ADSL,6357090,542.0
BUENOS AIRES,GENERAL PUEYRREDÓN,CAMET,FIBRA OPTICA,6357090,1788.0
BUENOS AIRES,GENERAL PUEYRREDÓN,CAMET,WIRELESS,6357090,361.0
BUENOS AIRES,GENERAL PUEYRREDÓN,CHAPADMALAL,FIBRA OPTICA,6357080,2946.0
BUENOS AIRES,GENERAL PUEYRREDÓN,CHAPADMALAL,SATELITAL,6357080,1.0
BUENOS AIRES,GENERAL PUEYRREDÓN,CHAPADMALAL,WIRELESS,6357080,479.0
BUENOS AIRES,GENERAL PUEYRREDÓN,EL MARQUESADO,WIRELESS,6357090,8.0
BUENOS AIRES,GENERAL PUEYRREDÓN,ESTACIÓN CHAPADMALAL,ADSL,6357100,246.0
BUENOS AIRES,GENERAL PUEYRREDÓN,ESTACIÓN CHAPADMALAL,FIBRA OPTICA,6357100,93.0
BUENOS AIRES,GENERAL PUEYRREDÓN,ESTACIÓN CHAPADMALAL,WIRELESS,6357100,208.0
BUENOS AIRES,GENERAL PUEYRREDÓN,MAR DEL PLATA,ADSL,6357110,9489.0
BUENOS AIRES,GENERAL PUEYRREDÓN,MAR DEL PLATA,CABLEMODEM,6357110,112045.0
BUENOS AIRES,GENERAL PUEYRREDÓN,MAR DEL PLATA,DIAL UP,6357110,512.0
BUENOS AIRES,GENERAL PUEYRREDÓN,MAR DEL PLATA,FIBRA OPTICA,6357110,154158.0
BUENOS AIRES,GENERAL PUEYRREDÓN,MAR DEL PLATA,Otros,6357110,34.0
BUENOS AIRES,GENERAL PUEYRREDÓN,MAR DEL PLATA,SATELITAL,6357110,6.0
BUENOS AIRES,GENERAL PUEYRREDÓN,MAR DEL PLATA,WIRELESS,6357110,1460.0
BUENOS AIRES,GENERAL PUEYRREDÓN,OTROS,FIBRA OPTICA,Sin Datos,151.0
BUENOS AIRES,GENERAL PUEYRREDÓN,SIERRA DE LOS PADRES,ADSL,6357120,358.0
BUENOS AIRES,GENERAL PUEYRREDÓN,SIERRA DE LOS PADRES,FIBRA OPTICA,6357120,644.0
BUENOS AIRES,GENERAL PUEYRREDÓN,SIERRA DE LOS PADRES,Otros,6357120,434.0
BUENOS AIRES,GENERAL PUEYRREDÓN,SIERRA DE LOS PADRES,WIRELESS,6357120,222.0
BUENOS AIRES,GENERAL RODRÍGUEZ,BARRIO RUTA 24 KILÓMETRO 10,FIBRA OPTICA,6364030,2.0
BUENOS AIRES,GENERAL RODRÍGUEZ,GENERAL RODRÍGUEZ,ADSL,6364030,666.0
BUENOS AIRES,GENERAL RODRÍGUEZ,GENERAL RODRÍGUEZ,CABLEMODEM,6364030,13887.0
BUENOS AIRES,GENERAL RODRÍGUEZ,GENERAL RODRÍGUEZ,DIAL UP,6364030,20.0
BUENOS AIRES,GENERAL RODRÍGUEZ,GENERAL RODRÍGUEZ,FIBRA OPTICA,6364030,8685.0
BUENOS AIRES,GENERAL RODRÍGUEZ,GENERAL RODRÍGUEZ,Otros,6364030,6074.0
BUENOS AIRES,GENERAL RODRÍGUEZ,GENERAL RODRÍGUEZ,SATELITAL,6364030,1.0
BUENOS AIRES,GENERAL RODRÍGUEZ,GENERAL RODRÍGUEZ,WIRELESS,6364030,504.0
BUENOS AIRES,GENERAL SAN MARTÍN,BARRIO PARQUE GENERAL SAN MARTIN,DIAL UP,6371010,3.0
BUENOS AIRES,GENERAL SAN MARTÍN,BARRIO PARQUE GENERAL SAN MARTIN,FIBRA OPTICA,6371010,3457.0
BUENOS AIRES,GENERAL SAN MARTÍN,BARRIO PARQUE GENERAL SAN MARTIN,WIRELESS,6371010,2.0
BUENOS AIRES,GENERAL SAN MARTÍN,BILLINGHURST,CABLEMODEM,6371010,1059.0
BUENOS AIRES,GENERAL SAN MARTÍN,BILLINGHURST,FIBRA OPTICA,6371010,3627.0
BUENOS AIRES,GENERAL SAN MARTÍN,CIUDAD DEL LIBERTADOR GENERAL SAN MARTIN,ADSL,6371010,904.0
BUENOS AIRES,GENERAL SAN MARTÍN,CIUDAD DEL LIBERTADOR GENERAL SAN MARTIN,CABLEMODEM,6371010,28537.0
BUENOS AIRES,GENERAL SAN MARTÍN,CIUDAD DEL LIBERTADOR GENERAL SAN MARTIN,DIAL UP,6371010,5.0
BUENOS AIRES,GENERAL SAN MARTÍN,CIUDAD DEL LIBERTADOR GENERAL SAN MARTIN,FIBRA OPTICA,6371010,6585.0
BUENOS AIRES,GENERAL SAN MARTÍN,CIUDAD DEL LIBERTADOR GENERAL SAN MARTIN,Otros,6371010,85.0
BUENOS AIRES,GENERAL SAN MARTÍN,CIUDAD DEL LIBERTADOR GENERAL SAN MARTIN,SATELITAL,6371010,4.0
BUENOS AIRES,GENERAL SAN MARTÍN,CIUDAD DEL LIBERTADOR GENERAL SAN MARTIN,WIRELESS,6371010,4.0
BUENOS AIRES,GENERAL SAN MARTÍN,CIUDAD JARDIN EL LIBERTADOR,CABLEMODEM,6371010,5.0
BUENOS AIRES,GENERAL SAN MARTÍN,OTROS,ADSL,Sin Datos,11.0
BUENOS AIRES,GENERAL SAN MARTÍN,VA MA IRENE DE LOS REMEDIOS DE ESCALADA,CABLEMODEM,6371010,89.0
BUENOS AIRES,GENERAL SAN MARTÍN,VILLA AYACUCHO,CABLEMODEM,6371010,143.0
BUENOS AIRES,GENERAL SAN MARTÍN,VILLA AYACUCHO,FIBRA OPTICA,6371010,437.0
BUENOS AIRES,GENERAL SAN MARTÍN,VILLA BALLESTER,ADSL,6371010,390.0
BUENOS AIRES,GENERAL SAN MARTÍN,VILLA BALLESTER,CABLEMODEM,6371010,21714.0
BUENOS AIRES,GENERAL SAN MARTÍN,VILLA BALLESTER,DIAL UP,6371010,1.0
BUENOS AIRES,GENERAL SAN MARTÍN,VILLA BALLESTER,FIBRA OPTICA,6371010,9251.0
BUENOS AIRES,GENERAL SAN MARTÍN,VILLA BALLESTER,Otros,6371010,32.0
BUENOS AIRES,GENERAL SAN MARTÍN,VILLA BALLESTER,WIRELESS,6371010,347.0
BUENOS AIRES,GENERAL SAN MARTÍN,VILLA BERNARDO MONTEAGUDO,CABLEMODEM,6371010,513.0
BUENOS AIRES,GENERAL SAN MARTÍN,VILLA BERNARDO MONTEAGUDO,FIBRA OPTICA,6371010,1102.0
BUENOS AIRES,GENERAL SAN MARTÍN,VILLA CHACABUCO,CABLEMODEM,6371010,799.0
BUENOS AIRES,GENERAL SAN MARTÍN,VILLA CHACABUCO,FIBRA OPTICA,6371010,15.0
BUENOS AIRES,GENERAL SAN MARTÍN,VILLA CORONEL JOSE M. ZAPIOLA,CABLEMODEM,6371010,1268.0
BUENOS AIRES,GENERAL SAN MARTÍN,VILLA CORONEL JOSE M. ZAPIOLA,FIBRA OPTICA,6371010,2174.0
BUENOS AIRES,GENERAL SAN MARTÍN,VILLA GENERAL ANTONIO J.  DE SUCRE,CABLEMODEM,6371010,490.0
BUENOS AIRES,GENERAL SAN MARTÍN,VILLA GENERAL ANTONIO J.  DE SUCRE,FIBRA OPTICA,6371010,897.0
BUENOS AIRES,GENERAL SAN MARTÍN,VILLA GENERAL EUGENIO NECOCHEA,CABLEMODEM,6371010,3013.0
BUENOS AIRES,GENERAL SAN MARTÍN,VILLA GENERAL EUGENIO NECOCHEA,FIBRA OPTICA,6371010,2796.0
BUENOS AIRES,GENERAL SAN MARTÍN,VILLA GENERAL JOSE TOMAS GUIDO,CABLEMODEM,6371010,1176.0
BUENOS AIRES,GENERAL SAN MARTÍN,VILLA GENERAL JOSE TOMAS GUIDO,FIBRA OPTICA,6371010,2520.0
BUENOS AIRES,GENERAL SAN MARTÍN,VILLA GENERAL JUAN G. LAS HERAS,CABLEMODEM,6371010,551.0
BUENOS AIRES,GENERAL SAN MARTÍN,VILLA GENERAL JUAN G. LAS HERAS,FIBRA OPTICA,6371010,1197.0
BUENOS AIRES,GENERAL SAN MARTÍN,VILLA GODOY CRUZ,CABLEMODEM,6371010,602.0
BUENOS AIRES,GENERAL SAN MARTÍN,VILLA GODOY CRUZ,FIBRA OPTICA,6371010,1368.0
BUENOS AIRES,GENERAL SAN MARTÍN,VILLA GRANADEROS DE SAN MARTÍN,CABLEMODEM,6371010,1075.0
BUENOS AIRES,GENERAL SAN MARTÍN,VILLA GRANADEROS DE SAN MARTÍN,FIBRA OPTICA,6371010,2456.0
BUENOS AIRES,GENERAL SAN MARTÍN,VILLA GRANADEROS DE SAN MARTÍN,WIRELESS,6371010,382.0
BUENOS AIRES,GENERAL SAN MARTÍN,VILLA GREGORIA MATORRAS,CABLEMODEM,6371010,931.0
BUENOS AIRES,GENERAL SAN MARTÍN,VILLA GREGORIA MATORRAS,FIBRA OPTICA,6371010,2317.0
BUENOS AIRES,GENERAL SAN MARTÍN,VILLA JOSÉ LEÓN SUAREZ,ADSL,6371010,395.0
BUENOS AIRES,GENERAL SAN MARTÍN,VILLA JOSÉ LEÓN SUAREZ,CABLEMODEM,6371010,3404.0
BUENOS AIRES,GENERAL SAN MARTÍN,VILLA JOSÉ LEÓN SUAREZ,DIAL UP,6371010,0.0
BUENOS AIRES,GENERAL SAN MARTÍN,VILLA JOSÉ LEÓN SUAREZ,FIBRA OPTICA,6371010,741.0
BUENOS AIRES,GENERAL SAN MARTÍN,VILLA JOSÉ LEÓN SUAREZ,Otros,6371010,16.0
BUENOS AIRES,GENERAL SAN MARTÍN,VILLA JOSÉ LEÓN SUAREZ,WIRELESS,6371010,3037.0
BUENOS AIRES,GENERAL SAN MARTÍN,VILLA JUAN MARTÍN DE PUEYRREDON,CABLEMODEM,6371010,1060.0
BUENOS AIRES,GENERAL SAN MARTÍN,VILLA JUAN MARTÍN DE PUEYRREDON,FIBRA OPTICA,6371010,2790.0
BUENOS AIRES,GENERAL SAN MARTÍN,VILLA LIBERTAD,CABLEMODEM,6371010,1043.0
BUENOS AIRES,GENERAL SAN MARTÍN,VILLA LIBERTAD,FIBRA OPTICA,6371010,2600.0
BUENOS AIRES,GENERAL SAN MARTÍN,VILLA LYNCH,ADSL,6371010,47.0
BUENOS AIRES,GENERAL SAN MARTÍN,VILLA LYNCH,CABLEMODEM,6371010,2481.0
BUENOS AIRES,GENERAL SAN MARTÍN,VILLA LYNCH,DIAL UP,6371010,2.0
BUENOS AIRES,GENERAL SAN MARTÍN,VILLA LYNCH,FIBRA OPTICA,6371010,13.0
BUENOS AIRES,GENERAL SAN MARTÍN,VILLA LYNCH,Otros,6371010,2.0
BUENOS AIRES,GENERAL SAN MARTÍN,VILLA MAIPU,CABLEMODEM,6371010,1594.0
BUENOS AIRES,GENERAL SAN MARTÍN,VILLA MAIPU,FIBRA OPTICA,6371010,3327.0
BUENOS AIRES,GENERAL SAN MARTÍN,VILLA MAIPU,WIRELESS,6371010,545.0
BUENOS AIRES,GENERAL SAN MARTÍN,VILLA MARQUÉS ALEJANDRO  MARÍA DE AGUADO,CABLEMODEM,6371010,640.0
BUENOS AIRES,GENERAL SAN MARTÍN,VILLA MARQUÉS ALEJANDRO  MARÍA DE AGUADO,FIBRA OPTICA,6371010,1234.0
BUENOS AIRES,GENERAL SAN MARTÍN,VILLA PARQUE PRES FIGUEROA ALCORTA,CABLEMODEM,6371010,194.0
BUENOS AIRES,GENERAL SAN MARTÍN,VILLA PARQUE PRES FIGUEROA ALCORTA,FIBRA OPTICA,6371010,370.0
BUENOS AIRES,GENERAL SAN MARTÍN,VILLA PARQUE SAN LORENZO,CABLEMODEM,6371010,188.0
BUENOS AIRES,GENERAL SAN MARTÍN,VILLA PARQUE SAN LORENZO,FIBRA OPTICA,6371010,421.0
BUENOS AIRES,GENERAL SAN MARTÍN,VILLA PARQUE SAN LORENZO,Otros,6371010,32.0
BUENOS AIRES,GENERAL SAN MARTÍN,VILLA SAN ANDRÉS,ADSL,6371010,147.0
BUENOS AIRES,GENERAL SAN MARTÍN,VILLA SAN ANDRÉS,CABLEMODEM,6371010,5793.0
BUENOS AIRES,GENERAL SAN MARTÍN,VILLA SAN ANDRÉS,FIBRA OPTICA,6371010,1286.0
BUENOS AIRES,GENERAL SAN MARTÍN,VILLA SAN ANDRÉS,Otros,6371010,20.0
BUENOS AIRES,GENERAL SAN MARTÍN,VILLA SAN ANDRÉS,WIRELESS,6371010,586.0
BUENOS AIRES,GENERAL SAN MARTÍN,VILLA YAPEYÚ,CABLEMODEM,6371010,255.0
BUENOS AIRES,GENERAL SAN MARTÍN,VILLA YAPEYÚ,FIBRA OPTICA,6371010,556.0
BUENOS AIRES,GENERAL VIAMONTE,BAIGORRITA,ADSL,6385010,562.0
BUENOS AIRES,GENERAL VIAMONTE,BAIGORRITA,WIRELESS,6385010,61.0
BUENOS AIRES,GENERAL VIAMONTE,LOS TOLDOS,ADSL,6385030,214.0
BUENOS AIRES,GENERAL VIAMONTE,LOS TOLDOS,DIAL UP,6385030,1.0
BUENOS AIRES,GENERAL VIAMONTE,LOS TOLDOS,FIBRA OPTICA,6385030,4453.0
BUENOS AIRES,GENERAL VIAMONTE,LOS TOLDOS,WIRELESS,6385030,47.0
BUENOS AIRES,GENERAL VIAMONTE,ZAVALÍA,WIRELESS,6385050,31.0
BUENOS AIRES,GENERAL VILLEGAS,BANDERALÓ,Otros,6392010,250.0
BUENOS AIRES,GENERAL VILLEGAS,BANDERALÓ,SATELITAL,6392010,1.0
BUENOS AIRES,GENERAL VILLEGAS,CAÑADA SECA,Otros,6392020,200.0
BUENOS AIRES,GENERAL VILLEGAS,CORONEL CHARLONE,ADSL,6392030,317.0
BUENOS AIRES,GENERAL VILLEGAS,CORONEL CHARLONE,FIBRA OPTICA,6392030,60.0
BUENOS AIRES,GENERAL VILLEGAS,CORONEL CHARLONE,SATELITAL,6392030,1.0
BUENOS AIRES,GENERAL VILLEGAS,EMILIO V. BUNGE,SATELITAL,6392040,1.0
BUENOS AIRES,GENERAL VILLEGAS,GENERAL VILLEGAS  (EST. VILLEGAS),ADSL,6392050,71.0
BUENOS AIRES,GENERAL VILLEGAS,GENERAL VILLEGAS  (EST. VILLEGAS),CABLEMODEM,6392050,6.0
BUENOS AIRES,GENERAL VILLEGAS,GENERAL VILLEGAS  (EST. VILLEGAS),FIBRA OPTICA,6392050,4311.0
BUENOS AIRES,GENERAL VILLEGAS,GENERAL VILLEGAS  (EST. VILLEGAS),SATELITAL,6392050,2.0
BUENOS AIRES,GENERAL VILLEGAS,GENERAL VILLEGAS  (EST. VILLEGAS),WIRELESS,6392050,46.0
BUENOS AIRES,GENERAL VILLEGAS,PIEDRITAS,ADSL,6392080,368.0
BUENOS AIRES,GENERAL VILLEGAS,PIEDRITAS,FIBRA OPTICA,6392080,189.0
BUENOS AIRES,GENERAL VILLEGAS,PIEDRITAS,SATELITAL,6392080,1.0
BUENOS AIRES,GENERAL VILLEGAS,PIEDRITAS,WIRELESS,6392080,58.0
BUENOS AIRES,GENERAL VILLEGAS,SANTA REGINA,CABLEMODEM,6392100,136.0
BUENOS AIRES,GUAMINÍ,ARROYO VENADO,WIRELESS,6399010,39.0
BUENOS AIRES,GUAMINÍ,CASBAS,DIAL UP,6399020,1.0
BUENOS AIRES,GUAMINÍ,CASBAS,Otros,6399020,1.0
BUENOS AIRES,GUAMINÍ,CASBAS,WIRELESS,6399020,128.0
BUENOS AIRES,GUAMINÍ,GARRÉ,FIBRA OPTICA,6399030,288.0
BUENOS AIRES,GUAMINÍ,GUAMINÍ,FIBRA OPTICA,6399040,75.0
BUENOS AIRES,GUAMINÍ,GUAMINÍ,Otros,6399040,11.0
BUENOS AIRES,GUAMINÍ,GUAMINÍ,WIRELESS,6399040,351.0
BUENOS AIRES,GUAMINÍ,LAGUNA ALSINA  (EST. BONIFACIO),ADSL,6399050,124.0
BUENOS AIRES,GUAMINÍ,LAGUNA ALSINA  (EST. BONIFACIO),FIBRA OPTICA,6399050,237.0
BUENOS AIRES,GUAMINÍ,LAGUNA ALSINA  (EST. BONIFACIO),Otros,6399050,58.0
BUENOS AIRES,GUAMINÍ,LAGUNA ALSINA  (EST. BONIFACIO),WIRELESS,6399050,129.0
BUENOS AIRES,HIPÓLITO YRIGOYEN,HENDERSON,ADSL,6406010,79.0
BUENOS AIRES,HIPÓLITO YRIGOYEN,HENDERSON,DIAL UP,6406010,1.0
BUENOS AIRES,HIPÓLITO YRIGOYEN,HENDERSON,WIRELESS,6406010,810.0
BUENOS AIRES,HURLINGHAM,HURLINGHAM,ADSL,6408010,297.0
BUENOS AIRES,HURLINGHAM,HURLINGHAM,CABLEMODEM,6408010,15846.0
BUENOS AIRES,HURLINGHAM,HURLINGHAM,DIAL UP,6408010,56.0
BUENOS AIRES,HURLINGHAM,HURLINGHAM,FIBRA OPTICA,6408010,18321.0
BUENOS AIRES,HURLINGHAM,HURLINGHAM,Otros,6408010,12.0
BUENOS AIRES,HURLINGHAM,HURLINGHAM,SATELITAL,6408010,1.0
BUENOS AIRES,HURLINGHAM,HURLINGHAM,WIRELESS,6408010,471.0
BUENOS AIRES,HURLINGHAM,VILLA SANTOS TESEI,ADSL,6408010,15.0
BUENOS AIRES,HURLINGHAM,VILLA SANTOS TESEI,CABLEMODEM,6408010,7221.0
BUENOS AIRES,HURLINGHAM,VILLA SANTOS TESEI,DIAL UP,6408010,27.0
BUENOS AIRES,HURLINGHAM,VILLA SANTOS TESEI,FIBRA OPTICA,6408010,14166.0
BUENOS AIRES,HURLINGHAM,VILLA SANTOS TESEI,Otros,6408010,1.0
BUENOS AIRES,HURLINGHAM,VILLA SANTOS TESEI,WIRELESS,6408010,114.0
BUENOS AIRES,HURLINGHAM,WILLIAM C. MORRIS,CABLEMODEM,6408010,16.0
BUENOS AIRES,HURLINGHAM,WILLIAM C. MORRIS,FIBRA OPTICA,6408010,14.0
BUENOS AIRES,HURLINGHAM,WILLIAM C. MORRIS,WIRELESS,6408010,392.0
BUENOS AIRES,ITUZAINGÓ,ITUZAINGÓ CENTRO,ADSL,6410010,148.0
BUENOS AIRES,ITUZAINGÓ,ITUZAINGÓ CENTRO,CABLEMODEM,6410010,26577.0
BUENOS AIRES,ITUZAINGÓ,ITUZAINGÓ CENTRO,DIAL UP,6410010,114.0
BUENOS AIRES,ITUZAINGÓ,ITUZAINGÓ CENTRO,FIBRA OPTICA,6410010,24895.0
BUENOS AIRES,ITUZAINGÓ,ITUZAINGÓ CENTRO,SATELITAL,6410010,3.0
BUENOS AIRES,ITUZAINGÓ,ITUZAINGÓ CENTRO,WIRELESS,6410010,199.0
BUENOS AIRES,ITUZAINGÓ,ITUZAINGÓ SUR,WIRELESS,6410010,30.0
BUENOS AIRES,ITUZAINGÓ,OTROS,ADSL,Sin Datos,2.0
BUENOS AIRES,ITUZAINGÓ,OTROS,FIBRA OPTICA,Sin Datos,2.0
BUENOS AIRES,ITUZAINGÓ,VILLA GOBERNADOR UDAONDO,ADSL,6410010,10.0
BUENOS AIRES,ITUZAINGÓ,VILLA GOBERNADOR UDAONDO,CABLEMODEM,6410010,8902.0
BUENOS AIRES,ITUZAINGÓ,VILLA GOBERNADOR UDAONDO,DIAL UP,6410010,9.0
BUENOS AIRES,ITUZAINGÓ,VILLA GOBERNADOR UDAONDO,FIBRA OPTICA,6410010,3546.0
BUENOS AIRES,ITUZAINGÓ,VILLA GOBERNADOR UDAONDO,WIRELESS,6410010,378.0
BUENOS AIRES,JOSÉ C. PAZ,DEL VISO,CABLEMODEM,6412010,282.0
BUENOS AIRES,JOSÉ C. PAZ,JOSÉ C PAZ,ADSL,6412010,1282.0
BUENOS AIRES,JOSÉ C. PAZ,JOSÉ C PAZ,CABLEMODEM,6412010,27960.0
BUENOS AIRES,JOSÉ C. PAZ,JOSÉ C PAZ,DIAL UP,6412010,82.0
BUENOS AIRES,JOSÉ C. PAZ,JOSÉ C PAZ,FIBRA OPTICA,6412010,20886.0
BUENOS AIRES,JOSÉ C. PAZ,JOSÉ C PAZ,Otros,6412010,1117.0
BUENOS AIRES,JOSÉ C. PAZ,JOSÉ C PAZ,SATELITAL,6412010,2.0
BUENOS AIRES,JOSÉ C. PAZ,JOSÉ C PAZ,WIRELESS,6412010,117.0
BUENOS AIRES,JOSÉ C. PAZ,TORTUGUITAS,CABLEMODEM,6412010,1883.0
BUENOS AIRES,JUNÍN,AGUSTÍN ROCA,FIBRA OPTICA,6413010,89.0
BUENOS AIRES,JUNÍN,AGUSTÍN ROCA,WIRELESS,6413010,208.0
BUENOS AIRES,JUNÍN,AGUSTINA,FIBRA OPTICA,6413020,8.0
BUENOS AIRES,JUNÍN,BALNEARIO LAGUNA DE GÓMEZ,FIBRA OPTICA,6413030,41.0
BUENOS AIRES,JUNÍN,BALNEARIO LAGUNA DE GÓMEZ,WIRELESS,6413030,4.0
BUENOS AIRES,JUNÍN,FORTÍN TIBURCIO,WIRELESS,6413040,72.0
BUENOS AIRES,JUNÍN,JUNÍN,ADSL,6413050,2428.0
BUENOS AIRES,JUNÍN,JUNÍN,CABLEMODEM,6413050,18381.0
BUENOS AIRES,JUNÍN,JUNÍN,DIAL UP,6413050,84.0
BUENOS AIRES,JUNÍN,JUNÍN,FIBRA OPTICA,6413050,6531.0
BUENOS AIRES,JUNÍN,JUNÍN,Otros,6413050,3.0
BUENOS AIRES,JUNÍN,JUNÍN,SATELITAL,6413050,1.0
BUENOS AIRES,JUNÍN,JUNÍN,WIRELESS,6413050,7283.0
BUENOS AIRES,JUNÍN,LAPLACETTE,FIBRA OPTICA,6413060,1.0
BUENOS AIRES,JUNÍN,LAPLACETTE,WIMAX,6413060,16.0
BUENOS AIRES,JUNÍN,MORSE,CABLEMODEM,6413070,57.0
BUENOS AIRES,JUNÍN,MORSE,FIBRA OPTICA,6413070,254.0
BUENOS AIRES,JUNÍN,MORSE,WIRELESS,6413070,117.0
BUENOS AIRES,JUNÍN,SAFORCADA,Otros,6413080,1.0
BUENOS AIRES,JUNÍN,SAFORCADA,WIRELESS,6413080,75.0
BUENOS AIRES,LA COSTA,AGUAS VERDES,ADSL,6420030,28.0
BUENOS AIRES,LA COSTA,AGUAS VERDES,FIBRA OPTICA,6420030,141.0
BUENOS AIRES,LA COSTA,AGUAS VERDES,WIRELESS,6420030,1.0
BUENOS AIRES,LA COSTA,LAS TONINAS,ADSL,6420010,365.0
BUENOS AIRES,LA COSTA,LAS TONINAS,CABLEMODEM,6420010,1076.0
BUENOS AIRES,LA COSTA,LAS TONINAS,DIAL UP,6420010,1.0
BUENOS AIRES,LA COSTA,LAS TONINAS,FIBRA OPTICA,6420010,68.0
BUENOS AIRES,LA COSTA,LAS TONINAS,Otros,6420010,401.0
BUENOS AIRES,LA COSTA,LAS TONINAS,WIRELESS,6420010,26.0
BUENOS AIRES,LA COSTA,LUCILA DEL MAR,ADSL,6420030,101.0
BUENOS AIRES,LA COSTA,LUCILA DEL MAR,CABLEMODEM,6420030,943.0
BUENOS AIRES,LA COSTA,LUCILA DEL MAR,FIBRA OPTICA,6420030,1471.0
BUENOS AIRES,LA COSTA,LUCILA DEL MAR,Otros,6420030,205.0
BUENOS AIRES,LA COSTA,LUCILA DEL MAR,WIRELESS,6420030,1.0
BUENOS AIRES,LA COSTA,MAR DE AJÓ - SAN BERNARDO,ADSL,6420020,1349.0
BUENOS AIRES,LA COSTA,MAR DE AJÓ - SAN BERNARDO,CABLEMODEM,6420020,4326.0
BUENOS AIRES,LA COSTA,MAR DE AJÓ - SAN BERNARDO,DIAL UP,6420020,28.0
BUENOS AIRES,LA COSTA,MAR DE AJÓ - SAN BERNARDO,FIBRA OPTICA,6420020,9065.0
BUENOS AIRES,LA COSTA,MAR DE AJÓ - SAN BERNARDO,Otros,6420020,1041.0
BUENOS AIRES,LA COSTA,MAR DE AJÓ - SAN BERNARDO,WIRELESS,6420020,1.0
BUENOS AIRES,LA COSTA,SAN CLEMENTE DEL TUYÚ,ADSL,6420030,1420.0
BUENOS AIRES,LA COSTA,SAN CLEMENTE DEL TUYÚ,CABLEMODEM,6420030,3551.0
BUENOS AIRES,LA COSTA,SAN CLEMENTE DEL TUYÚ,DIAL UP,6420030,3.0
BUENOS AIRES,LA COSTA,SAN CLEMENTE DEL TUYÚ,FIBRA OPTICA,6420030,4943.0
BUENOS AIRES,LA COSTA,SAN CLEMENTE DEL TUYÚ,Otros,6420030,1172.0
